_id,jobcode,date,mean,std
1143,MBRWRK04,Jun-17,9.56,8.411563469
1144,MBRWRK04,Apr-17,60,0
1145,MBRWRK04,Jun-17,4.75,1.634587104
1146,MBRWRK04,May-17,21.70967742,68.80849323
1147,MBRWRK04,Apr-17,25.05882353,25.31230536
1148,MBRWRK04,Mar-17,22.06666667,34.15464829
1149,MBRWRK04,Feb-17,66.44444444,98.65118122
1150,MBRWRK04,Jan-17,656,138.8506392
1151,MBRWRK04,Jan-16,790,0
1152,MBRWRK04,Jan-17,827,0
1153,MBRWRK04,Jan-16,40,0
1154,MBRWRK05,Nov-18,69.54545455,76.89434095
1155,MBRWRK05,Oct-18,61.4516129,122.5073762
1156,MBRWRK05,Sep-18,63.31818182,96.97451367
1157,MBRWRK05,Aug-18,1640,0
1158,MBRWRK05,Sep-18,56,68.56657349
1159,MBRWRK05,Aug-18,52.5,25.25989905
1160,MBRWRK05,Jul-18,1027,0
1161,MBRWRK05,Aug-18,76.76,137.6900519
1162,MBRWRK05,Jul-18,162.3913043,507.0387313
1163,MBRWRK05,Jun-18,2789,0
1164,MBRWRK05,Jul-18,79.2,126.983306
1165,MBRWRK05,Jun-18,67.5,60.61095198
1166,MBRWRK05,Apr-18,1121,0
1167,MBRWRK05,Jun-18,49.03846154,39.22894509
1168,MBRWRK05,May-18,63.4516129,93.99429876
1169,MBRWRK05,Apr-18,76,106.624575
1170,MBRWRK05,Feb-18,1101,0
1171,MBRWRK05,Apr-18,123.8,238.4403699
1172,MBRWRK05,Mar-18,71.90322581,113.8638968
1173,MBRWRK05,Feb-18,99.32,318.7335087
1174,MBRWRK05,Dec-17,1067,0
1175,MBRWRK05,Feb-18,82,26.6434795
1176,MBRWRK05,Jan-18,54.96774194,42.73744955
1177,MBRWRK05,Dec-17,96.94444444,169.3210502
1178,MBRWRK05,Oct-17,1157,0
1179,MBRWRK05,Dec-17,61.15384615,49.23476546
1180,MBRWRK05,Nov-17,69.53333333,75.45634499
1181,MBRWRK05,Oct-17,120.5,59.25
1182,MBRWRK05,Jul-17,1208,0
1183,MBRWRK05,Oct-17,71.17241379,100.8218487
1184,MBRWRK05,Sep-17,57.53333333,89.84631322
1185,MBRWRK05,Aug-17,54.93548387,75.43993759
1186,MBRWRK05,Jul-17,271.8,590.7200352
1187,MBRWRK05,Jan-17,880,0
1188,MBRWRK05,Jul-17,34.8,24.47161621
1189,MBRWRK05,Jan-17,1038,0
1190,MBRWRK05,Jul-17,383.6666667,722.6890756
1191,MBRWRK05,Jun-17,1146,0
1192,MBRWRK05,Jul-17,31.5,22.44367951
1193,MBRWRK05,Jun-17,51.16,54.88225943
1194,MBRWRK05,Apr-17,1774,0
1195,MBRWRK05,Jun-17,166,176.478044
1196,MBRWRK05,May-17,51.93548387,101.4820355
1197,MBRWRK05,Apr-17,414.4571429,1551.252329
1198,MBRWRK05,Mar-17,397,629.5673514
1199,MBRWRK05,Feb-17,819.7,1090.973635
1200,MBRWRK05,Jan-17,2110.666667,262.6366311
1201,MBRWRK05,Jan-16,3760,0
1202,MBRWRK05,Jan-17,1874,0
1203,MBRWRK05,Jan-16,2,0
1204,MBRWRK05,Jan-17,1,0
1205,MBRWRK05,Jan-16,3.666666667,2.549509757
1206,MBRWRK05,Jan-17,NaN,NaN
1207,MBRWRK06,Nov-18,30.54545455,17.72937051
1208,MBRWRK06,Oct-18,30.74193548,21.81362022
1209,MBRWRK06,Sep-18,38.81818182,32.16390102
1210,MBRWRK06,Aug-18,3275,0
1211,MBRWRK06,Sep-18,30.5,24.89728901
1212,MBRWRK06,Aug-18,34.16666667,33.66841992
1213,MBRWRK06,Jul-18,2936,0
1214,MBRWRK06,Aug-18,34.2,29.40918224
1215,MBRWRK06,Jul-18,302.4782609,1301.218575
1216,MBRWRK06,Jun-18,3637,0
1217,MBRWRK06,Jul-18,38.4,35.86349119
1218,MBRWRK06,Jun-18,44.75,32.49110455
1219,MBRWRK06,Apr-18,3123,0
1220,MBRWRK06,Jun-18,34.26923077,25.41351065
1221,MBRWRK06,May-18,52.22580645,80.00255914
1222,MBRWRK06,Apr-18,38.85,45.50782213
1223,MBRWRK06,Feb-18,3014,0
1224,MBRWRK06,Apr-18,30.6,12.80195298
1225,MBRWRK06,Mar-18,38.22580645,25.64251356
1226,MBRWRK06,Feb-18,187.76,986.7893648
1227,MBRWRK06,Dec-17,2869,0
1228,MBRWRK06,Feb-18,68.5,55.2002038
1229,MBRWRK06,Jan-18,32.22580645,20.24940744
1230,MBRWRK06,Dec-17,44.94444444,57.16964278
1231,MBRWRK06,Oct-17,2678,0
1232,MBRWRK06,Dec-17,35.30769231,27.99688275
1233,MBRWRK06,Nov-17,30.56666667,18.66554312
1234,MBRWRK06,Oct-17,31,1.5
1235,MBRWRK06,Jul-17,2713,0
1236,MBRWRK06,Oct-17,32.27586207,30.18279624
1237,MBRWRK06,Sep-17,40.76666667,51.40527697
1238,MBRWRK06,Aug-17,52.25806452,86.86304661
1239,MBRWRK06,Jul-17,576.1,1613.266904
1240,MBRWRK06,Jan-17,4441,0
1241,MBRWRK06,Jul-17,24.8,9.831581765
1242,MBRWRK06,Jan-17,2746,0
1243,MBRWRK06,Jul-17,834.6666667,1709.092888
1244,MBRWRK06,Jun-17,2644,0
1245,MBRWRK06,Jul-17,40,75.69614422
1246,MBRWRK06,Jun-17,20.72,9.472782062
1247,MBRWRK06,Apr-17,2230,0
1248,MBRWRK06,Jun-17,30,18.55397532
1249,MBRWRK06,May-17,19.5483871,13.6089086
1250,MBRWRK06,Apr-17,568.6764706,1539.951706
1251,MBRWRK06,Mar-17,504.2666667,1142.991859
1252,MBRWRK06,Feb-17,1478.625,2127.471334
1253,MBRWRK06,Jan-17,529.6666667,258.5991106
1254,MBRWRK06,Jan-16,546,0
1255,MBRWRK06,Jan-17,374,0
1256,MBRWRK06,Jan-16,12,0
1257,MBRWRK07,Nov-18,1,0
1258,MBRWRK07,Oct-18,1,0
1259,MBRWRK07,Sep-18,1,0
1260,MBRWRK07,Aug-18,NaN,NaN
1261,MBRWRK07,Sep-18,1,0
1262,MBRWRK07,Aug-18,1,0
1263,MBRWRK07,Jul-18,1,0
1264,MBRWRK07,Aug-18,1,0
1265,MBRWRK07,Jul-18,1.25,0.649519053
1266,MBRWRK07,Jun-18,1,0
1267,MBRWRK07,Jul-18,1,0
1268,MBRWRK07,Jun-18,NaN,NaN
1269,MBRWRK07,Apr-18,1,0
1270,MBRWRK07,Jun-18,1.5,0.75
1271,MBRWRK07,May-18,1.2,0.9
1272,MBRWRK07,Apr-18,1,0
1273,MBRWRK07,Feb-18,1,0
1274,MBRWRK07,Apr-18,1,0
1275,MBRWRK07,Mar-18,1,0
1276,MBRWRK07,Feb-18,1.2,0.6
1277,MBRWRK07,Dec-17,1,0
1278,MBRWRK07,Feb-18,1,0
1279,MBRWRK07,Jan-18,1,0
1280,MBRWRK07,Dec-17,1,0
1281,MBRWRK07,Oct-17,1,0
1282,MBRWRK07,Dec-17,1,0
1283,MBRWRK07,Nov-17,1,0
1284,MBRWRK07,Oct-17,NaN,NaN
1285,MBRWRK07,Jul-17,1,0
1286,MBRWRK07,Oct-17,1,0
1287,MBRWRK07,Sep-17,1.285714286,0.677630927
1288,MBRWRK07,Aug-17,1.076923077,0.399704033
1289,MBRWRK07,Jul-17,1,0
1290,MBRWRK07,Jan-17,1,0
1291,MBRWRK07,Jul-17,1,0
1292,MBRWRK07,Jan-17,NaN,NaN
1293,MBRWRK07,Jul-17,1,0
1294,MBRWRK07,Jun-17,11,0
1295,MBRWRK07,Jul-17,1,0
1296,MBRWRK07,Jun-17,1,0
1297,MBRWRK07,Apr-17,1,0
1298,MBRWRK07,Jun-17,1,0
1299,MBRWRK07,May-17,1,0
1300,MBRWRK07,Apr-17,1,0
1301,MBRWRK07,Mar-17,1,0
1302,MBRWRK07,Feb-17,1,0
1303,MBRWRK07,Jan-17,345.6666667,98.02805721
1304,MBRWRK07,Jan-16,388,0
1305,MBRWRK07,Jan-17,264,0
1306,MBRWRK07,Jan-16,32,0
1307,MBRWRK08,Nov-18,9.818181818,8.383868809
1308,MBRWRK08,Oct-18,10.19354839,7.55706697
1309,MBRWRK08,Sep-18,12.31818182,11.8143569
1310,MBRWRK08,Aug-18,459,0
1311,MBRWRK08,Sep-18,10.125,10.07452697
1312,MBRWRK08,Aug-18,10.83333333,6.149186938
1313,MBRWRK08,Jul-18,484,0
1314,MBRWRK08,Aug-18,10.32,11.66317281
1315,MBRWRK08,Jul-18,51.65217391,200.0675689
1316,MBRWRK08,Jun-18,576,0
1317,MBRWRK08,Jul-18,18.4,39.01269024
1318,MBRWRK08,Jun-18,9.75,1.243734296
1319,MBRWRK08,Apr-18,506,0
1320,MBRWRK08,Jun-18,13.76923077,9.5894265
1321,MBRWRK08,May-18,13.80645161,8.540014159
1322,MBRWRK08,Apr-18,14.85,14.23242337
1323,MBRWRK08,Feb-18,447,0
1324,MBRWRK08,Apr-18,13.8,9.314504818
1325,MBRWRK08,Mar-18,12.77419355,7.721343583
1326,MBRWRK08,Feb-18,68.52,386.7201593
1327,MBRWRK08,Dec-17,406,0
1328,MBRWRK08,Feb-18,13.5,5.031152949
1329,MBRWRK08,Jan-18,13.5483871,9.749729845
1330,MBRWRK08,Dec-17,16.22222222,17.73806328
1331,MBRWRK08,Oct-17,445,0
1332,MBRWRK08,Dec-17,12.61538462,7.592623328
1333,MBRWRK08,Nov-17,15.26666667,17.32454906
1334,MBRWRK08,Oct-17,17.5,14.25
1335,MBRWRK08,Jul-17,407,0
1336,MBRWRK08,Oct-17,13.48275862,11.24307159
1337,MBRWRK08,Sep-17,17.73333333,14.71189995
1338,MBRWRK08,Aug-17,20.61290323,23.55949804
1339,MBRWRK08,Jul-17,103.1,220.1133856
1340,MBRWRK08,Jan-17,408,0
1341,MBRWRK08,Jul-17,16.25,7.74899187
1342,MBRWRK08,Jan-17,617,0
1343,MBRWRK08,Jul-17,187.3333333,358.1752364
1344,MBRWRK08,Jun-17,423,0
1345,MBRWRK08,Jul-17,15.375,12.83656277
1346,MBRWRK08,Jun-17,17.04,10.91175513
1347,MBRWRK08,Apr-17,1099,0
1348,MBRWRK08,Jun-17,21,20.53959591
1349,MBRWRK08,May-17,24,45.46214306
1350,MBRWRK08,Apr-17,98,218.5123499
1351,MBRWRK08,Mar-17,109.8,187.104543
1352,MBRWRK08,Feb-17,371.4444444,505.7939853
1353,MBRWRK08,Jan-17,520.6666667,36.1731945
1354,MBRWRK08,Jan-16,1057,0
1355,MBRWRK08,Jan-17,510,0
1356,MBRWRK08,Jan-16,2,1.224744871
1357,MBRWRK08,Jan-17,2,0
1358,MBRWRK08,Jan-16,14,0
1359,MBRWRK09,Nov-18,12.72727273,14.04346853
1360,MBRWRK09,Oct-18,19.70967742,26.3502286
1361,MBRWRK09,Sep-18,21.04545455,20.60411226
1362,MBRWRK09,Aug-18,375,0
1363,MBRWRK09,Sep-18,38.875,53.33147376
1364,MBRWRK09,Aug-18,8.666666667,6.284902545
1365,MBRWRK09,Jul-18,363,0
1366,MBRWRK09,Aug-18,23.76,24.64853748
1367,MBRWRK09,Jul-18,55.34782609,155.8115137
1368,MBRWRK09,Jun-18,486,0
1369,MBRWRK09,Jul-18,20.8,26.06549443
1370,MBRWRK09,Jun-18,29.5,30.15895389
1371,MBRWRK09,Apr-18,439,0
1372,MBRWRK09,Jun-18,18.23076923,16.26391075
1373,MBRWRK09,May-18,24.48387097,22.09759829
1374,MBRWRK09,Apr-18,18.35,15.78407029
1375,MBRWRK09,Feb-18,371,0
1376,MBRWRK09,Apr-18,21,22.5
1377,MBRWRK09,Mar-18,24.4516129,33.00844183
1378,MBRWRK09,Feb-18,47.6,102.7490146
1379,MBRWRK09,Dec-17,340,0
1380,MBRWRK09,Feb-18,83.5,31.20396609
1381,MBRWRK09,Jan-18,38.22580645,28.47760498
1382,MBRWRK09,Dec-17,20.61111111,22.30548637
1383,MBRWRK09,Oct-17,340,0
1384,MBRWRK09,Dec-17,13.61538462,12.81652502
1385,MBRWRK09,Nov-17,22.83333333,30.42963194
1386,MBRWRK09,Oct-17,44,30
1387,MBRWRK09,Jul-17,327,0
1388,MBRWRK09,Oct-17,19.89655172,20.0099559
1389,MBRWRK09,Sep-17,18.43333333,26.75635439
1390,MBRWRK09,Aug-17,15.22580645,20.5835775
1391,MBRWRK09,Jul-17,93.3,236.8556997
1392,MBRWRK09,Jan-17,285,0
1393,MBRWRK09,Jul-17,12.75,11.87631572
1394,MBRWRK09,Jan-17,555,0
1395,MBRWRK09,Jul-17,78.5,188.4172564
1396,MBRWRK09,Jun-17,316,0
1397,MBRWRK09,Jul-17,11.625,12.3223311
1398,MBRWRK09,Jun-17,15,18.04993075
1399,MBRWRK09,Apr-17,793,0
1400,MBRWRK09,Jun-17,13.25,15.52970943
1401,MBRWRK09,May-17,12.96774194,15.13719774
1402,MBRWRK09,Apr-17,92.28571429,205.6901325
1403,MBRWRK09,Mar-17,108.4666667,345.8313317
1404,MBRWRK09,Feb-17,286,487.4987179
1405,MBRWRK09,Jan-17,1120.666667,151.1224669
1406,MBRWRK09,Jan-16,1810,0
1407,MBRWRK09,Jan-17,1172,0
1408,MBRWRK09,Jan-16,13,0
1409,MBRWRK10,Nov-18,33.36363636,44.15697955
1410,MBRWRK10,Oct-18,34.06451613,57.77897532
1411,MBRWRK10,Sep-18,56.18181818,82.84716587
1412,MBRWRK10,Aug-18,1838,0
1413,MBRWRK10,Sep-18,26.375,23.53778545
1414,MBRWRK10,Aug-18,26.5,23.91782808
1415,MBRWRK10,Jul-18,1576,0
1416,MBRWRK10,Aug-18,56.68,133.733876
1417,MBRWRK10,Jul-18,174.6086957,578.7615085
1418,MBRWRK10,Jun-18,1892,0
1419,MBRWRK10,Jul-18,49.5,63.23972249
1420,MBRWRK10,Jun-18,74.5,72.36236936
1421,MBRWRK10,Apr-18,1429,0
1422,MBRWRK10,Jun-18,39.53846154,43.94972585
1423,MBRWRK10,May-18,63.12903226,94.90790761
1424,MBRWRK10,Apr-18,33.95,45.56266975
1425,MBRWRK10,Feb-18,1320,0
1426,MBRWRK10,Apr-18,28.3,15.34185452
1427,MBRWRK10,Mar-18,43.16129032,55.20969862
1428,MBRWRK10,Feb-18,126.72,587.4547758
1429,MBRWRK10,Dec-17,1374,0
1430,MBRWRK10,Feb-18,53.25,38.15982016
1431,MBRWRK10,Jan-18,38.16129032,55.3147695
1432,MBRWRK10,Dec-17,48.22222222,62.84615254
1433,MBRWRK10,Oct-17,1498,0
1434,MBRWRK10,Dec-17,59.15384615,92.8171518
1435,MBRWRK10,Nov-17,40.86666667,61.50699147
1436,MBRWRK10,Oct-17,20.5,5.25
1437,MBRWRK10,Jul-17,1188,0
1438,MBRWRK10,Oct-17,37.10344828,48.99403613
1439,MBRWRK10,Sep-17,42.8,108.9282333
1440,MBRWRK10,Aug-17,43.64516129,69.29657343
1441,MBRWRK10,Jul-17,268.1,705.1048167
1442,MBRWRK10,Jan-17,588.5,797.25
1443,MBRWRK10,Jul-17,19,9.099450533
1444,MBRWRK10,Jan-17,1310,0
1445,MBRWRK10,Jul-17,387.3333333,766.5516943
1446,MBRWRK10,Jun-17,1412,0
1447,MBRWRK10,Jul-17,36.3125,62.36221531
1448,MBRWRK10,Jun-17,30.76,48.55420064
1449,MBRWRK10,Apr-17,960,0
1450,MBRWRK10,Jun-17,27.5,17.25
1451,MBRWRK10,May-17,27.64516129,67.78011597
1452,MBRWRK10,Apr-17,289.7941176,694.4258421
1453,MBRWRK10,Mar-17,371.4516129,599.638662
1454,MBRWRK10,Feb-17,1256.285714,1410.270046
1455,MBRWRK10,Jan-17,1,0
1456,MBRWRK10,Jan-16,1,0
1457,MBRWRK10,Jan-17,1,0
1458,MBRWRK10,Jan-16,1,0
1459,MBRWRK11,Nov-18,24.63636364,23.4941526
1460,MBRWRK11,Oct-18,27.83870968,28.34575435
1461,MBRWRK11,Sep-18,31.5,40.21808447
1462,MBRWRK11,Aug-18,383,0
1463,MBRWRK11,Sep-18,26.875,26.34024665
1464,MBRWRK11,Aug-18,33.16666667,13.94856623
1465,MBRWRK11,Jul-18,854,0
1466,MBRWRK11,Aug-18,35.76,57.48626271
1467,MBRWRK11,Jul-18,50.26086957,114.6974239
1468,MBRWRK11,Jun-18,482,0
1469,MBRWRK11,Jul-18,28.7,27.95840661
1470,MBRWRK11,Jun-18,33.5,26.6962076
1471,MBRWRK11,Apr-18,615,0
1472,MBRWRK11,Jun-18,25.26923077,19.40460851
1473,MBRWRK11,May-18,32.93548387,46.53500579
1474,MBRWRK11,Apr-18,34.1,26.87429069
1475,MBRWRK11,Feb-18,644,0
1476,MBRWRK11,Apr-18,37.6,43.54756021
1477,MBRWRK11,Mar-18,28.58064516,21.22611285
1478,MBRWRK11,Feb-18,68.8,244.1929974
1479,MBRWRK11,Dec-17,302,0
1480,MBRWRK11,Feb-18,42,21.34537421
1481,MBRWRK11,Jan-18,35.51612903,37.86091667
1482,MBRWRK11,Dec-17,30.88888889,31.81936866
1483,MBRWRK11,Oct-17,317,0
1484,MBRWRK11,Dec-17,31.07692308,22.12738805
1485,MBRWRK11,Nov-17,30.2,21.03711007
1486,MBRWRK11,Oct-17,35,12
1487,MBRWRK11,Jul-17,284,0
1488,MBRWRK11,Oct-17,31.96551724,53.65620844
1489,MBRWRK11,Sep-17,24.16666667,20.35098278
1490,MBRWRK11,Aug-17,24.64516129,26.68784171
1491,MBRWRK11,Jul-17,157.4,472.1285206
1492,MBRWRK11,Jan-17,285,0
1493,MBRWRK11,Jul-17,23,15.98045681
1494,MBRWRK11,Jan-17,421,0
1495,MBRWRK11,Jul-17,144,257.758608
1496,MBRWRK11,Jun-17,350,0
1497,MBRWRK11,Jul-17,17.6875,11.43250403
1498,MBRWRK11,Jun-17,24.12,23.5431009
1499,MBRWRK11,Apr-17,1132,0
1500,MBRWRK11,Jun-17,41.5,41.48117043
1501,MBRWRK11,May-17,22.51612903,20.55591851
1502,MBRWRK11,Apr-17,107.7714286,266.7528758
1503,MBRWRK11,Mar-17,134.8666667,199.7565018
1504,MBRWRK11,Feb-17,718,273
1505,MBRWRK11,Jan-17,228,0
1506,MBRWRK11,Feb-17,445.7142857,541.3071764
1507,MBRWRK11,Jan-17,64.66666667,6.164414003
1508,MBRWRK11,Jan-16,129.5,96.75
1509,MBRWRK12,Nov-18,7.363636364,8.021149729
1510,MBRWRK12,Oct-18,8.225806452,7.453497876
1511,MBRWRK12,Sep-18,11.63636364,18.86308871
1512,MBRWRK12,Aug-18,NaN,NaN
1513,MBRWRK12,Sep-18,11,13.86993151
1514,MBRWRK12,Aug-18,9.833333333,6.38846617
1515,MBRWRK12,Jul-18,NaN,NaN
1516,MBRWRK12,Aug-18,8.56,9.468600741
1517,MBRWRK12,Jul-18,16.39130435,27.09309722
1518,MBRWRK12,Jun-18,1,0
1519,MBRWRK12,Jul-18,13,15.19374871
1520,MBRWRK12,Jun-18,8.75,5.447189642
1521,MBRWRK12,Apr-18,56,0
1522,MBRWRK12,Jun-18,12,10.84062871
1523,MBRWRK12,May-18,16.22580645,15.3950071
1524,MBRWRK12,Apr-18,21.2,24.00124997
1525,MBRWRK12,Jan-18,34,0
1526,MBRWRK12,Mar-18,9,24
1527,PRVREC01,Aug-18,76,0
1528,PRVREC01,Jul-18,82,3.674234614
1529,PRVREC01,Jun-18,95.5,12.75
1530,PRVREC01,Apr-18,256,0
1531,PRVREC01,Feb-18,67.5,3.75
1532,PRVREC01,Dec-17,74,0
1533,PRVREC01,Oct-17,75,0
1534,PRVREC01,Jul-17,65.2,21.30633709
1535,PRVREC01,Jun-17,50,0
1536,PRVREC01,May-17,53,0
1537,PRVREC01,Apr-17,71.625,28.77437825
1538,PRVREC01,Mar-17,76.6,25.03876994
1539,PRVREC01,Feb-17,47,0
1540,PRVREC01,Jan-17,51,0
1541,PRVREC01,Jan-16,83,0
1542,PRVREC01,Jan-17,45,0
1543,PRVREC01,Jan-16,48,0
1544,PRVREC01,Jan-17,46,0
1545,PRVREC01,Dec-16,2,0
1546,PRVREC02,Aug-18,3,0
1547,PRVREC02,Jul-18,2.666666667,0.707106781
1548,PRVREC02,Jun-18,3,1.5
1549,PRVREC02,Apr-18,3,0
1550,PRVREC02,Feb-18,1.5,0.75
1551,PRVREC02,Dec-17,1,0
1552,PRVREC02,Oct-17,1,0
1553,PRVREC02,Aug-17,1,0
1554,PRVREC02,Jul-17,1.333333333,0.707106781
1555,PRVREC02,Feb-17,1,0
1556,PRVREC02,Jul-17,1,0
1557,PRVREC02,Jun-17,1,0
1558,PRVREC02,May-17,2,0
1559,PRVREC02,Apr-17,1,0
1560,PRVREC02,Mar-17,1,0
1561,PRVREC02,Feb-17,NaN,NaN
1562,PRVREC02,Jan-17,1,0
1563,PRVREC02,Jan-16,1,0
1564,PRVREC02,Jan-17,1,0
1565,PRVREC02,Jan-16,NaN,NaN
1566,PRVREC02,Jan-17,1,0
1567,PRVREC02,Dec-16,1,0
1568,PRVREC03,Aug-18,6,0
1569,PRVREC03,Jul-18,8.333333333,2.828427125
1570,PRVREC03,Jun-18,8,0
1571,PRVREC03,Apr-18,16,0
1572,PRVREC03,Feb-17,2,0
1573,PRVREC03,Feb-18,5.5,0.75
1574,PRVREC03,Dec-17,5,0
1575,PRVREC03,Oct-17,5,0
1576,PRVREC03,Jul-17,5.8,3.957271787
1577,PRVREC03,Jun-17,8,0
1578,PRVREC03,May-17,4,0
1579,PRVREC03,Apr-17,5,3.853569774
1580,PRVREC03,Mar-17,4.4,2.034698995
1581,PRVREC03,Feb-17,3,0
1582,PRVREC03,Jan-17,3,0
1583,PRVREC03,Jan-16,6,0
1584,PRVREC03,Jan-17,5,1.5
1585,PRVREC03,Jan-16,3,0
1586,PRVREC03,Jan-17,3,0
1587,PRVREC03,Dec-16,1,0
1588,PRVREC04,Aug-18,8,0
1589,PRVREC04,Jul-18,8.333333333,0.707106781
1590,PRVREC04,Jun-18,9,1.5
1591,PRVREC04,Apr-18,21,0
1592,PRVREC04,Feb-17,4,0
1593,PRVREC04,Feb-18,4.6,2.034698995
1594,PRVREC04,Dec-17,6,0
1595,PRVREC04,Oct-17,4,0
1596,PRVREC04,Jul-17,4.6,1.2
1597,PRVREC04,Jun-17,4,0
1598,PRVREC04,May-17,3,0
1599,PRVREC04,Apr-17,4.25,2.459039447
1600,PRVREC04,Mar-17,4.2,1.469693846
1601,PRVREC04,Feb-17,4,0
1602,PRVREC04,Jan-17,3,0
1603,PRVREC04,Jan-16,6,0
1604,PRVREC04,Jan-17,3.333333333,0.707106781
1605,PRVREC04,Jan-16,4,0
1606,PRVREC04,Jan-17,2,1.224744871
1607,PRVREC04,Dec-16,1,0
1608,PRVREC05,Aug-18,3279,0
1609,PRVREC05,Jul-18,3378.333333,603.1720318
1610,PRVREC05,Jun-18,2782.5,806.25
1611,PRVREC05,Apr-18,3538,0
1612,PRVREC05,Feb-18,1369.5,3.75
1613,PRVREC05,Dec-17,1282,0
1614,PRVREC05,Oct-17,1113,0
1615,PRVREC05,Jul-17,1286.2,441.6264938
1616,PRVREC05,Jun-17,1441,0
1617,PRVREC05,May-17,1262,0
1618,PRVREC05,Apr-17,1636.125,1987.896815
1619,PRVREC05,Mar-17,1261,145.9369727
1620,PRVREC05,Feb-17,1802,0
1621,PRVREC05,Jan-17,1046,0
1622,PRVREC05,Jan-16,1183,0
1623,PRVREC05,Jan-17,1778,0
1624,PRVREC05,Jan-16,1046,0
1625,PRVREC05,Jan-17,971,0
1626,PRVREC05,Dec-16,2,0
1627,PRVREC06,Aug-18,1095,0
1628,PRVREC06,Jul-18,1094,48.60555524
1629,PRVREC06,Jun-18,1134.5,38.25
1630,PRVREC06,Apr-18,2101,0
1631,PRVREC06,Feb-18,811.5,32.25
1632,PRVREC06,Dec-17,789,0
1633,PRVREC06,Oct-17,663,0
1634,PRVREC06,Jul-17,776.6,400.3585143
1635,PRVREC06,Jun-17,1024,0
1636,PRVREC06,May-17,721,0
1637,PRVREC06,Apr-17,866.75,453.5359516
1638,PRVREC06,Mar-17,781.6,245.0553815
1639,PRVREC06,Feb-17,618,0
1640,PRVREC06,Jan-17,629,0
1641,PRVREC06,Jan-16,712,0
1642,PRVREC06,Jan-17,567,0
1643,PRVREC06,Jan-16,632,0
1644,PRVREC06,Jan-17,1349,0
1645,PRVREC06,Dec-16,1,0
1646,PRVREC07,Aug-18,6,0
1647,PRVREC07,Jul-18,5.333333333,0.707106781
1648,PRVREC07,Jun-18,7.5,0.75
1649,PRVREC07,Apr-18,7,0
1650,PRVREC07,Feb-18,3,0
1651,PRVREC07,Dec-17,7,0
1652,PRVREC07,Oct-17,4,0
1653,PRVREC07,Jul-17,3.8,2.58069758
1654,PRVREC07,Jun-17,4,0
1655,PRVREC07,May-17,3,0
1656,PRVREC07,Apr-17,3.875,0.899218411
1657,PRVREC07,Mar-17,4,2.683281573
1658,PRVREC07,Feb-17,2,0
1659,PRVREC07,Jan-17,2,0
1660,PRVREC07,Jan-16,4,0
1661,PRVREC07,Jan-17,2.5,0.75
1662,PRVREC07,Jan-16,2,0
1663,PRVREC07,Jan-17,3,0
1664,PRVREC07,Dec-16,1,0
1665,PRVREC08,Aug-18,11,0
1666,PRVREC08,Jul-18,14.66666667,4.636809248
1667,PRVREC08,Jun-18,12.5,0.75
1668,PRVREC08,Apr-18,31,0
1669,PRVREC08,Feb-18,8.5,2.25
1670,PRVREC08,Dec-17,17,0
1671,PRVREC08,Oct-17,7,0
1672,PRVREC08,Jul-17,9.2,6.667833231
1673,PRVREC08,Jun-17,12,0
1674,PRVREC08,May-17,7,0
1675,PRVREC08,Apr-17,11.5,6.955213872
1676,PRVREC08,Mar-17,8.8,1.989974874
1677,PRVREC08,Feb-17,7,0
1678,PRVREC08,Jan-17,7,0
1679,PRVREC08,Jan-16,10,0
1680,PRVREC08,Jan-17,7.5,0.75
1681,PRVREC08,Jan-16,6,0
1682,PRVREC08,Jan-17,6,0
1683,PRVREC08,Dec-16,1,0
1684,PRVREC09,Aug-18,1090,0
1685,PRVREC09,Jul-18,1157.333333,54.91356845
1686,PRVREC09,Jun-18,1112.75,597.7790536
1687,PRVREC09,Feb-17,2,0
1688,PRVREC09,Apr-18,894,0
1689,PRVREC09,Feb-18,811.5,81.75
1690,PRVREC09,Dec-17,801,0
1691,PRVREC09,Oct-17,650,0
1692,PRVREC09,Jul-17,792.8,472.6094159
1693,PRVREC09,Jun-17,677,0
1694,PRVREC09,May-17,706,0
1695,PRVREC09,Apr-17,749.375,423.6630027
1696,PRVREC09,Mar-17,685,108.4573649
1697,PRVREC09,Feb-17,568,0
1698,PRVREC09,Jan-17,585,0
1699,PRVREC09,Jan-16,679,0
1700,PRVREC09,Jan-17,589,0
1701,PRVREC09,Jan-16,785,0
1702,PRVREC09,Jan-17,997,0
1703,PRVREC09,Dec-16,1,0
1704,PRVREC10,Aug-18,272,0
1705,PRVREC10,Jul-18,323.6666667,51.45872132
1706,PRVREC10,Jun-18,232.5,38.25
1707,PRVREC10,Apr-18,421,0
1708,PRVREC10,Feb-18,115,25.5
1709,PRVREC10,Dec-17,104,0
1710,PRVREC10,Oct-17,91,0
1711,PRVREC10,Jul-17,82,14.66628787
1712,PRVREC10,Jun-17,127,0
1713,PRVREC10,May-17,133,0
1714,PRVREC10,Apr-17,113,73.46938138
1715,PRVREC10,Mar-17,94,23.94368393
1716,PRVREC10,Feb-17,72,0
1717,PRVREC10,Jan-17,71,0
1718,PRVREC10,Jan-16,123,0
1719,PRVREC10,Jan-17,68,0
1720,PRVREC10,Jan-16,70,0
1721,PRVREC10,Jan-17,70,0
1722,PRVREC10,Dec-16,1,0
1723,PRVREC11,Aug-18,336,0
