_id,jobcode,date,mean,std
589,MBRSTG01,Aug-17,49.70967742,16.54258529
590,MBRSTG01,Jul-17,53.06666667,11.94947698
591,MBRSTG01,Jun-17,50.86206897,22.69646685
592,MBRSTG01,May-17,47.0625,19.1981597
593,MBRSTG01,Apr-17,62.68181818,19.92227926
594,MBRSTG01,Mar-17,52,0
595,MBRSTG01,Apr-17,72.75,18.21357667
596,MBRSTG01,Mar-17,104.4333333,143.4545311
597,MBRSTG01,Feb-17,223.8,221.2881831
598,MBRSTG01,Jan-16,6758,0
599,MBRSTG01,Feb-17,3.6,3.231098884
600,MBRSTG01,Jan-16,NaN,NaN
601,MBRSTG01,Jan-17,4,0
602,MBRSTG01,Jan-16,6,0
603,MBRSTG01,Jan-17,10,0
604,MBRSTG01,Dec-16,10,0
605,MBRSTG02,Nov-18,283.4166667,246.8472136
606,MBRSTG02,Oct-18,340.7368421,440.0736356
607,MBRSTG02,Sep-18,412.1290323,318.9851012
608,MBRSTG02,Aug-18,368.65,253.1848374
609,MBRSTG02,May-18,22,0
610,MBRSTG02,Aug-18,8338.818182,37513.39568
611,MBRSTG02,Jul-18,441.1290323,285.7814605
612,MBRSTG02,Jun-18,471.2,383.7015246
613,MBRSTG02,May-18,290.5882353,390.5461873
614,MBRSTG02,Apr-17,1,0
615,MBRSTG02,May-18,311.5714286,240.770002
616,MBRSTG02,Apr-18,334.3,230.4145666
617,MBRSTG02,Mar-18,354.2666667,322.028477
618,MBRSTG02,Feb-18,350.7857143,357.0365431
619,MBRSTG02,Jan-18,390.9032258,309.3465849
620,MBRSTG02,Dec-17,263.7096774,230.7174204
621,MBRSTG02,Nov-17,220.5,218.7477143
622,MBRSTG02,Oct-17,209.2258065,163.7072716
623,MBRSTG02,Sep-17,184.4666667,167.8095945
624,MBRSTG02,Aug-17,182.0967742,168.4915138
625,MBRSTG02,Jul-17,176.3,196.7197817
626,MBRSTG02,Jun-17,259.3103448,219.0195209
627,MBRSTG02,May-17,289.46875,227.9478716
628,MBRSTG02,Apr-17,291.8333333,206.3414949
629,MBRSTG02,Feb-17,1,0
630,MBRSTG02,Apr-17,43589.25,171852.3505
631,MBRSTG02,Mar-17,297.4642857,294.8249583
632,MBRSTG02,Feb-17,195.1111111,218.3591588
633,MBRSTG02,Jan-16,4916,0
634,MBRSTG02,Feb-17,4.25,2.880429655
635,MBRSTG02,Jan-16,1,0
636,MBRSTG02,Jan-17,8,0
637,MBRSTG02,Dec-16,8,0
638,MBRSTG03,Nov-18,175.3333333,275.1204282
639,MBRSTG03,Oct-18,264.4210526,461.4817623
640,MBRSTG03,Sep-18,418.9677419,305.9818505
641,MBRSTG03,Aug-18,368.75,245.8686578
642,MBRSTG03,May-18,23,0
643,MBRSTG03,Aug-18,450.5,257.7473327
644,MBRSTG03,Jul-18,480.2903226,396.0145147
645,MBRSTG03,Jun-18,460.5333333,368.1377595
646,MBRSTG03,May-18,393.7058824,1015.00993
647,MBRSTG03,Apr-17,1,0
648,MBRSTG03,May-18,311,236.5411471
649,MBRSTG03,Apr-18,335.2666667,227.7066973
650,MBRSTG03,Mar-18,374.5666667,306.0513887
651,MBRSTG03,Feb-18,357.1785714,349.1498983
652,MBRSTG03,Jan-18,414.5806452,330.610822
653,MBRSTG03,Dec-17,274.7419355,214.2275964
654,MBRSTG03,Nov-17,244.6333333,212.0795193
655,MBRSTG03,Oct-17,238.9677419,159.3986863
656,MBRSTG03,Sep-17,219.8666667,166.5584282
657,MBRSTG03,Aug-17,235.1612903,191.7867125
658,MBRSTG03,Jul-17,207.2,183.5415757
659,MBRSTG03,Jun-17,280.2068966,213.6152041
660,MBRSTG03,May-17,299.28125,223.2608518
661,MBRSTG03,Apr-17,305.5909091,200.4770975
662,MBRSTG03,Feb-17,NaN,NaN
663,MBRSTG03,Apr-17,286.25,268.20733
664,MBRSTG03,Mar-17,307.2857143,294.1625436
665,MBRSTG03,Feb-17,196,210.5338453
666,MBRSTG03,Jan-16,4913,0
667,MBRSTG03,Feb-17,4.25,2.880429655
668,MBRSTG03,Jan-16,1,0
669,MBRSTG03,Jan-17,8,10.5
670,MBRSTG03,Dec-16,14,0
671,MBRSTG04,Nov-18,174.6666667,273.598474
672,MBRSTG04,Oct-18,267.4054054,464.7322847
673,MBRSTG04,Sep-18,415.8709677,311.0838928
674,MBRSTG04,Aug-18,370.8947368,279.2625652
675,MBRSTG04,May-18,22,0
676,MBRSTG04,Aug-18,440.1666667,271.9635775
677,MBRSTG04,Jul-18,437.2258065,285.7692614
678,MBRSTG04,Jun-18,456.1,375.2895582
679,MBRSTG04,May-18,345.1470588,674.8333257
680,MBRSTG04,Apr-17,1,0
681,MBRSTG04,May-18,311,238.856203
682,MBRSTG04,Apr-18,328.7666667,238.84462
683,MBRSTG04,Mar-18,350.1333333,322.9352257
684,MBRSTG04,Feb-18,348.1071429,359.3143782
685,MBRSTG04,Jan-18,389.3225806,309.2682175
686,MBRSTG04,Dec-17,335.516129,466.4963237
687,MBRSTG04,Nov-17,219.5,220.7419591
688,MBRSTG04,Oct-17,204.1935484,170.9815013
689,MBRSTG04,Sep-17,183.9333333,170.5555335
690,MBRSTG04,Aug-17,204.1612903,244.3068493
691,MBRSTG04,Jul-17,175.7,192.8886272
692,MBRSTG04,Jun-17,262.5517241,216.722064
693,MBRSTG04,May-17,288.6875,226.4690907
694,MBRSTG04,Apr-17,296.2272727,206.1285668
695,MBRSTG04,Feb-17,1,0
696,MBRSTG04,Apr-17,263.875,258.407858
697,MBRSTG04,Mar-17,298.25,294.2556173
698,MBRSTG04,Feb-17,275.6666667,447.1129611
699,MBRSTG04,Jan-16,4915,0
700,MBRSTG04,Feb-17,3,3.286335345
701,MBRSTG04,Jan-16,1,0
702,MBRSTG04,Jan-17,NaN,NaN
703,MBRSTG04,Dec-16,189,0
704,MBRSTG05,Nov-18,283.4166667,248.3383214
705,MBRSTG05,Oct-18,335.0769231,438.1202923
706,MBRSTG05,Sep-18,422,309.0277156
707,MBRSTG05,Aug-18,349.4285714,275.1179895
708,MBRSTG05,May-18,22,0
709,MBRSTG05,Aug-18,441.6666667,263.9711158
710,MBRSTG05,Jul-18,438.6774194,284.6499685
711,MBRSTG05,Jun-18,473.5333333,387.5245928
712,MBRSTG05,May-18,301.5952381,722.0398975
713,MBRSTG05,Apr-18,2,0
714,MBRSTG05,May-18,293,237.6320685
715,MBRSTG05,Apr-18,310.78125,258.5343488
716,MBRSTG05,Mar-18,527,0
717,MBRSTG05,Apr-17,36,0
718,MBRSTG05,Mar-18,343.7241379,312.539627
719,MBRSTG05,Feb-18,350.0357143,359.2220349
720,MBRSTG05,Jan-18,392.1612903,308.5009508
721,MBRSTG05,Dec-17,265.3225806,232.7133944
722,MBRSTG05,Nov-17,224,219.0729331
723,MBRSTG05,Oct-17,210.4193548,176.1877649
724,MBRSTG05,Sep-17,187.7333333,175.9169975
725,MBRSTG05,Aug-17,192.5806452,186.3215642
726,MBRSTG05,Jul-17,174.3666667,195.4853511
727,MBRSTG05,Jun-17,263.7586207,219.0547836
728,MBRSTG05,May-17,289.71875,228.285769
729,MBRSTG05,Apr-17,297.7272727,209.1793291
730,MBRSTG05,Feb-17,NaN,NaN
731,MBRSTG05,Apr-17,263.125,252.1288036
732,MBRSTG05,Mar-17,300.5714286,295.4041075
733,MBRSTG05,Feb-17,251.8888889,355.2164442
734,MBRSTG05,Jan-16,4912,0
735,MBRSTG05,Feb-17,3,3.927922024
736,MBRSTG05,Jan-16,1,0
737,MBRSTG05,Jan-17,1,0
738,MBRSTG05,Dec-16,NaN,NaN
739,MBRSTG06,Nov-18,281.25,247.9428803
740,MBRSTG06,Oct-18,343.1842105,438.0675671
741,MBRSTG06,Sep-18,418.2903226,307.7519095
742,MBRSTG06,Aug-18,366.85,253.2750222
743,MBRSTG06,May-18,22,0
744,MBRSTG06,Aug-18,445.75,268.3778528
745,MBRSTG06,Jul-18,442.1935484,286.9062951
746,MBRSTG06,Jun-18,462.3,372.0468015
747,MBRSTG06,May-18,301,390.7503272
748,MBRSTG06,Apr-17,1,0
749,MBRSTG06,May-18,315.7142857,238.4841158
750,MBRSTG06,Apr-18,328.8333333,238.5446761
751,MBRSTG06,Mar-18,354.6333333,323.5757601
752,MBRSTG06,Feb-18,351.3214286,359.3983932
753,MBRSTG06,Jan-18,390.6129032,309.7647155
754,MBRSTG06,Dec-17,267.9677419,233.0434805
755,MBRSTG06,Nov-17,222.8333333,220.9743481
756,MBRSTG06,Oct-17,205.9032258,173.2832938
757,MBRSTG06,Sep-17,183.7333333,169.996147
758,MBRSTG06,Aug-17,193.3548387,182.6222496
759,MBRSTG06,Jul-17,174.4333333,195.5897556
760,MBRSTG06,Jun-17,260.0344828,220.2507327
761,MBRSTG06,May-17,289,228.8750683
762,MBRSTG06,Apr-17,298.1363636,213.5702811
763,MBRSTG06,Feb-17,NaN,NaN
764,MBRSTG06,Apr-17,261.625,256.3299189
765,MBRSTG06,Mar-17,298.5357143,294.1282926
766,MBRSTG06,Feb-17,193.4444444,221.8074741
767,MBRSTG06,Jan-16,4921,0
768,MBRSTG06,Feb-17,3.5,4.038873605
769,MBRSTG06,Jan-16,NaN,NaN
770,MBRSTG06,Jan-17,13,0
771,MBRSTG06,Dec-16,12,0
772,MBRSTG07,Nov-18,174.5,271.4810076
773,MBRSTG07,Oct-18,263.9473684,459.2008007
774,MBRSTG07,Sep-18,421.7096774,309.8166144
775,MBRSTG07,Aug-18,366.55,255.2854909
776,MBRSTG07,May-18,23,0
777,MBRSTG07,Aug-18,444.5,258.6028567
778,MBRSTG07,Jul-18,441.2580645,278.7602945
779,MBRSTG07,Jun-18,464.5666667,370.6806611
780,MBRSTG07,May-18,351.2424242,610.1535236
781,MBRSTG07,Apr-17,1,0
782,MBRSTG07,May-18,313.5714286,236.1792168
783,MBRSTG07,Apr-18,337.1333333,227.4255043
784,MBRSTG07,Mar-18,377.2666667,302.4832061
785,MBRSTG07,Feb-18,394.2857143,373.7509607
786,MBRSTG07,Jan-18,390.4516129,307.3806233
787,MBRSTG07,Dec-17,275.2258065,220.6109693
788,MBRSTG07,Nov-17,256.3333333,201.2436334
789,MBRSTG07,Oct-17,240.7096774,163.169699
790,MBRSTG07,Sep-17,230.7333333,163.3604603
791,MBRSTG07,Aug-17,246.7419355,196.3091172
792,MBRSTG07,Jul-17,204.9,182.2848115
793,MBRSTG07,Jun-17,274.1724138,203.6361114
794,MBRSTG07,May-17,295.96875,229.9528267
795,MBRSTG07,Apr-17,297.7727273,204.0300438
796,MBRSTG07,Feb-17,1,0
797,MBRSTG07,Apr-17,265.375,249.1896162
798,MBRSTG07,Mar-17,317.2222222,302.4076535
799,MBRSTG07,Feb-17,194.5555556,215.7998043
800,MBRSTG07,Jan-16,4919,0
801,MBRSTG07,Feb-17,2.75,2.880429655
802,MBRSTG07,Jan-16,1,0
803,MBRSTG07,Jan-17,NaN,NaN
804,MBRSTG07,Dec-16,NaN,NaN
805,MBRSTG08,Nov-18,282.4166667,248.7517274
806,MBRSTG08,Oct-18,340.4210526,438.8197491
807,MBRSTG08,Sep-18,418.8709677,308.123265
808,MBRSTG08,Aug-18,366.05,253.8674002
809,MBRSTG08,May-18,21,0
810,MBRSTG08,Aug-18,442.3333333,269.9168854
811,MBRSTG08,Jul-18,441.516129,285.3552635
812,MBRSTG08,Jun-18,475.6,384.5639609
813,MBRSTG08,May-18,231.8604651,391.6522133
814,MBRSTG08,Apr-17,1,0
815,MBRSTG08,May-18,311.8571429,238.4459893
816,MBRSTG08,Apr-18,326.9666667,242.4133299
817,MBRSTG08,Mar-18,352.6666667,322.4614706
818,MBRSTG08,Feb-18,350.1785714,360.1124944
819,MBRSTG08,Jan-18,391.2580645,307.4189038
820,MBRSTG08,Dec-17,263.7741935,228.3088029
821,MBRSTG08,Nov-17,221.3333333,222.3640034
822,MBRSTG08,Oct-17,204.3225806,170.1623743
823,MBRSTG08,Sep-17,183,172.7428725
824,MBRSTG08,Aug-17,179.2258065,171.8052811
825,MBRSTG08,Jul-17,171.5333333,196.6654774
826,MBRSTG08,Jun-17,261.6896552,218.6869882
827,MBRSTG08,May-17,289.1875,227.7239604
828,MBRSTG08,Apr-17,296.5,209.5957554
829,MBRSTG08,Feb-17,1,0
830,MBRSTG08,Apr-17,263.875,260.8775979
831,MBRSTG08,Mar-17,299.1785714,293.9975547
832,MBRSTG08,Feb-17,191.8888889,219.1819386
833,MBRSTG08,Jan-16,4918,0
834,MBRSTG08,Feb-17,3,3.51781182
835,MBRSTG08,Jan-16,NaN,NaN
836,MBRSTG08,Jan-17,1,0
837,MBRSTG08,Jan-16,198,0
838,MBRSTG09,Nov-18,173.75,275.2504257
839,MBRSTG09,Oct-18,269.4324324,465.3727635
840,MBRSTG09,Sep-18,420.7096774,309.3301228
841,MBRSTG09,Aug-18,367.4,256.3299436
842,MBRSTG09,May-18,24,0
843,MBRSTG09,Aug-18,441.25,269.0051986
844,MBRSTG09,Jul-18,571.1612903,1169.090533
845,MBRSTG09,Jun-18,476.5,384.2403057
846,MBRSTG09,May-18,423.0588235,1008.084814
847,MBRSTG09,Apr-17,1,0
848,MBRSTG09,May-18,315.7142857,234.6374755
849,MBRSTG09,Apr-18,502.6333333,1374.227791
850,MBRSTG09,Mar-18,353.9,323.464917
851,MBRSTG09,Feb-18,350.7857143,355.9554851
852,MBRSTG09,Jan-18,392.0645161,308.1138881
853,MBRSTG09,Dec-17,266.3870968,230.3211677
854,MBRSTG09,Nov-17,223.8,220.5844736
855,MBRSTG09,Oct-17,209.9677419,168.5708119
856,MBRSTG09,Sep-17,185.5,176.0375315
857,MBRSTG09,Aug-17,191.3548387,185.4456679
858,MBRSTG09,Jul-17,175.5666667,194.8594429
859,MBRSTG09,Jun-17,263.2068966,217.2572531
860,MBRSTG09,May-17,288.65625,229.0389393
861,MBRSTG09,Apr-17,297.6818182,209.6385134
862,MBRSTG09,Feb-17,NaN,NaN
863,MBRSTG09,Apr-17,259.875,254.9883499
864,MBRSTG09,Mar-17,300.6071429,295.6686446
865,MBRSTG09,Feb-17,261.2222222,395.1580556
866,MBRSTG09,Jan-16,4917,0
867,MBRSTG09,Feb-17,3.25,2.678035661
868,MBRSTG09,Jan-16,1,0
869,MBRSTG09,Jan-17,22.5,0.75
870,MBRSTG09,Jan-16,197,0
871,MBRSTG10,Nov-18,280.6666667,246.7323955
872,MBRSTG10,Oct-18,358.3611111,432.9509431
873,MBRSTG10,Sep-18,420.9677419,309.8546318
874,MBRSTG10,Aug-18,370.95,248.6339817
875,MBRSTG10,May-18,23,0
876,MBRSTG10,Aug-18,438.5,267.6575471
877,MBRSTG10,Jul-18,438.6129032,285.0057752
878,MBRSTG10,Jun-18,455.6666667,379.9681566
879,MBRSTG10,May-18,340,617.6372079
880,MBRSTG10,Apr-17,1,0
881,MBRSTG10,May-18,309.1428571,235.8940224
882,MBRSTG10,Apr-18,331.5,232.1360862
883,MBRSTG10,Mar-18,351.6666667,323.3867653
884,MBRSTG10,Feb-18,350.1428571,356.6990886
885,MBRSTG10,Jan-18,387.7419355,304.1681334
886,MBRSTG10,Dec-17,265.9032258,230.560439
887,MBRSTG10,Nov-17,274.6333333,539.5753168
888,MBRSTG10,Oct-17,206.9354839,172.7436297
889,MBRSTG10,Sep-17,184.9,175.7619199
890,MBRSTG10,Aug-17,191.3870968,182.8907702
891,MBRSTG10,Jul-17,173.9333333,192.9200352
892,MBRSTG10,Jun-17,263.5172414,217.1976927
893,MBRSTG10,May-17,283.09375,233.2784426
894,MBRSTG10,Apr-17,297,206.7533115
895,MBRSTG10,Feb-17,NaN,NaN
896,MBRSTG10,Apr-17,260.75,252.377786
897,MBRSTG10,Mar-17,298.5,289.511519
898,MBRSTG10,Feb-17,236.2,400.3442394
899,MBRSTG10,Jan-16,4922,0
900,MBRSTG10,Feb-17,4,3.181980515
901,MBRSTG10,Jan-16,NaN,NaN
902,MBRSTG10,Jan-17,18,0
903,MBRSTG10,Jan-16,197,0
904,MBRSTG11,Nov-18,283.4166667,247.2737286
905,MBRSTG11,Oct-18,343.2368421,439.4979029
906,MBRSTG11,Sep-18,423.1290323,311.6638408
907,MBRSTG11,Aug-18,380.9473684,236.092102
908,MBRSTG11,May-18,23,0
909,MBRSTG11,Aug-18,444.3333333,264.68826
910,MBRSTG11,Jul-18,438.6129032,283.249807
911,MBRSTG11,Jun-18,475.1666667,385.7396305
912,MBRSTG11,May-18,293.8823529,394.2286191
913,MBRSTG11,Apr-17,1,0
914,MBRSTG11,May-18,318.2857143,236.7159884
915,MBRSTG11,Apr-18,331.3333333,241.0198125
916,MBRSTG11,Mar-18,355.7666667,322.897356
917,MBRSTG11,Feb-18,352.1428571,361.40056
918,MBRSTG11,Jan-18,392.9677419,309.7613898
919,MBRSTG11,Dec-17,266.5483871,231.6074456
920,MBRSTG11,Nov-17,224.0666667,220.1340274
921,MBRSTG11,Oct-17,206.8709677,170.2465327
922,MBRSTG11,Sep-17,186.4333333,173.2231292
923,MBRSTG11,Aug-17,192.5806452,183.351767
924,MBRSTG11,Jul-17,172.5333333,196.3437292
925,MBRSTG11,Jun-17,262.4482759,218.3729519
926,MBRSTG11,May-17,321.2258065,297.5146347
927,MBRSTG11,Apr-17,295.5454545,211.5709394
928,MBRSTG11,Feb-17,NaN,NaN
929,MBRSTG11,Apr-17,269.625,254.3914844
930,MBRSTG11,Mar-17,298.5714286,293.049053
931,MBRSTG11,Feb-17,257.7777778,383.4982254
932,MBRSTG11,Jan-16,4922,0
933,MBRSTG11,Feb-17,2.6,3.367491648
934,MBRSTG11,Jan-16,1,0
935,MBRSTG11,Jan-17,1,0
936,MBRSTG11,Jan-16,NaN,NaN
937,MBRSTG12,Nov-18,175.1666667,273.4630917
938,MBRSTG12,Oct-18,260,459.002451
939,MBRSTG12,Sep-18,423.4,302.7604499
940,MBRSTG12,Aug-18,365.25,251.3423897
941,MBRSTG12,May-18,22,0
942,MBRSTG12,Aug-18,438.75,268.4218636
943,MBRSTG12,Jul-18,427.516129,295.9936202
944,MBRSTG12,Jun-18,471.9333333,386.4447438
945,MBRSTG12,May-18,292.3235294,392.9085076
946,MBRSTG12,Mar-18,2,0
947,MBRSTG12,May-18,311.5714286,236.5069788
948,MBRSTG12,Apr-18,585.4444444,1796.990207
949,MBRSTG12,Jan-18,10620,0
950,MBRSTG12,Mar-18,50.83333333,119.9325331
951,MBRWRK01,Nov-18,13.18181818,4.035995069
952,MBRWRK01,Oct-18,14.96774194,11.84466318
953,MBRWRK01,Sep-18,14.54545455,5.715897795
954,MBRWRK01,Aug-18,23,0
955,MBRWRK01,Sep-18,15.5,6.955213872
956,MBRWRK01,Aug-18,14,2.738612788
957,MBRWRK01,Jul-18,19,0
958,MBRWRK01,Aug-18,14.56,6.50495196
959,MBRWRK01,Jul-18,15.04347826,4.47773319
960,MBRWRK01,Jun-18,34,0
961,MBRWRK01,Jul-18,17.7,4.698137929
962,MBRWRK01,Jun-18,18.5,7.537406716
963,MBRWRK01,Apr-18,42,0
964,MBRWRK01,Jun-18,18.65384615,4.518084961
965,MBRWRK01,May-18,20.09677419,7.479211564
966,MBRWRK01,Apr-18,19.85,10.43848049
967,MBRWRK01,Feb-18,19,0
968,MBRWRK01,Apr-18,21.3,9.488018761
969,MBRWRK01,Mar-18,21.5483871,6.63026831
970,MBRWRK01,Feb-18,22.68,12.46152479
971,MBRWRK01,Dec-17,24,0
972,MBRWRK01,Feb-18,24.25,10.4664643
973,MBRWRK01,Jan-18,19.09677419,5.284172271
974,MBRWRK01,Dec-17,20.38888889,11.91783211
975,MBRWRK01,Oct-17,22,0
976,MBRWRK01,Dec-17,18.69230769,6.666395458
977,MBRWRK01,Nov-17,18.06666667,6.503076195
978,MBRWRK01,Oct-17,15,0
979,MBRWRK01,Jul-17,18,0
980,MBRWRK01,Oct-17,18.51724138,8.953506544
981,MBRWRK01,Sep-17,24.03333333,24.10751957
982,MBRWRK01,Aug-17,20.61290323,8.448226359
983,MBRWRK01,Jul-17,22.4,7.293147469
984,MBRWRK01,Jan-17,21,0
985,MBRWRK01,Jul-17,23.75,13.22107692
986,MBRWRK01,Jan-17,19,0
987,MBRWRK01,Jul-17,21,3.240370349
988,MBRWRK01,Jun-17,27,0
989,MBRWRK01,Jul-17,21.5,9.139543205
990,MBRWRK01,Jun-17,22.88,23.71450189
991,MBRWRK01,Apr-17,38,0
992,MBRWRK01,Jun-17,20,4.974937186
993,MBRWRK01,May-17,29.48387097,87.33129716
994,MBRWRK01,Apr-17,26.76470588,12.90378958
995,MBRWRK01,Mar-17,133.9,451.9720705
996,MBRWRK01,Jan-17,21,0
997,MBRWRK01,Mar-17,64,0
998,MBRWRK01,Feb-17,265.875,686.90847
999,MBRWRK01,Jan-16,23,0
1000,MBRWRK01,Jan-17,48,64.72634703
1001,MBRWRK01,Jan-16,24,0
1002,MBRWRK01,Jan-17,20,0
1003,MBRWRK01,Jan-16,2,0
1004,MBRWRK02,Nov-18,20.18181818,14.45583185
1005,MBRWRK02,Oct-18,26.48387097,22.4882904
1006,MBRWRK02,Sep-18,30.72727273,27.3656372
1007,MBRWRK02,Aug-18,191,0
1008,MBRWRK02,Sep-18,25.875,36.80687563
1009,MBRWRK02,Aug-18,25.16666667,13.89469323
1010,MBRWRK02,Jul-18,177,0
1011,MBRWRK02,Aug-18,31,41.13611552
1012,MBRWRK02,Jul-18,39.91304348,67.36858663
1013,MBRWRK02,Jun-18,444,0
1014,MBRWRK02,Jul-18,26.1,25.93265316
1015,MBRWRK02,Jun-18,32.5,10.09021804
1016,MBRWRK02,Apr-18,165,0
1017,MBRWRK02,Jun-18,26.61538462,22.95341952
1018,MBRWRK02,May-18,32.09677419,26.87161638
1019,MBRWRK02,Apr-18,28.4,32.91602953
1020,MBRWRK02,Feb-18,157,0
1021,MBRWRK02,Apr-18,36.1,46.30337461
1022,MBRWRK02,Mar-18,34.80645161,31.05426421
1023,MBRWRK02,Feb-18,54.76,64.30684567
1024,MBRWRK02,Dec-17,157,0
1025,MBRWRK02,Feb-18,44,27.51590449
1026,MBRWRK02,Jan-18,35.38709677,34.11533965
1027,MBRWRK02,Dec-17,27.66666667,17.40689519
1028,MBRWRK02,Oct-17,363,0
1029,MBRWRK02,Dec-17,48.61538462,35.71298307
1030,MBRWRK02,Nov-17,30.2,25.27666908
1031,MBRWRK02,Oct-17,23.5,0.75
1032,MBRWRK02,Jul-17,163,0
1033,MBRWRK02,Oct-17,23.03448276,21.49833387
1034,MBRWRK02,Sep-17,18.46666667,19.94392138
1035,MBRWRK02,Aug-17,24.29032258,32.83947809
1036,MBRWRK02,Jul-17,39,78.17576351
1037,MBRWRK02,Jan-17,127,0
1038,MBRWRK02,Jul-17,14.5,8.11249037
1039,MBRWRK02,Jan-17,137,0
1040,MBRWRK02,Jul-17,9.5,2.25
1041,MBRWRK02,Jun-17,120,0
1042,MBRWRK02,Jul-17,14.8125,13.94292916
1043,MBRWRK02,Jun-17,16.88,13.84115602
1044,MBRWRK02,Apr-17,134,0
1045,MBRWRK02,Jun-17,13.5,11.64313102
1046,MBRWRK02,May-17,23.93548387,73.1162816
1047,MBRWRK02,Apr-17,42.14705882,69.96019784
1048,MBRWRK02,Mar-17,47.33333333,77.49096722
1049,MBRWRK02,Feb-17,126.875,150.8515283
1050,MBRWRK02,Jan-17,161.3333333,14.96662955
1051,MBRWRK02,Jan-16,197,0
1052,MBRWRK02,Jan-17,114,0
1053,MBRWRK02,Jan-16,7,0
1054,MBRWRK03,Nov-18,1,0
1055,MBRWRK03,Oct-18,1,0
1056,MBRWRK03,Sep-18,1,0
1057,MBRWRK03,Aug-18,NaN,NaN
1058,MBRWRK03,Sep-18,1,0
1059,MBRWRK03,Aug-18,NaN,NaN
1060,MBRWRK03,Jul-18,NaN,NaN
1061,MBRWRK03,Aug-18,1,0
1062,MBRWRK03,Jul-18,1,0
1063,MBRWRK03,Jun-18,1,0
1064,MBRWRK03,Jul-18,1,0
1065,MBRWRK03,Jun-18,1,0
1066,MBRWRK03,Apr-18,NaN,NaN
1067,MBRWRK03,Jun-18,1,0
1068,MBRWRK03,May-18,1,0
1069,MBRWRK03,Apr-18,NaN,NaN
1070,MBRWRK03,Feb-18,NaN,NaN
1071,MBRWRK03,Apr-18,1,0
1072,MBRWRK03,Mar-18,1.666666667,1.414213562
1073,MBRWRK03,Feb-18,1,0
1074,MBRWRK03,Dec-17,NaN,NaN
1075,MBRWRK03,Feb-18,NaN,NaN
1076,MBRWRK03,Jan-18,1,0
1077,MBRWRK03,Dec-17,1,0
1078,MBRWRK03,Oct-17,NaN,NaN
1079,MBRWRK03,Dec-17,1,0
1080,MBRWRK03,Nov-17,1,0
1081,MBRWRK03,Oct-17,1,0
1082,MBRWRK03,Jul-17,NaN,NaN
1083,MBRWRK03,Oct-17,1,0
1084,MBRWRK03,Sep-17,1,0
1085,MBRWRK03,Aug-17,1.666666667,1.414213562
1086,MBRWRK03,Jul-17,1,0
1087,MBRWRK03,Jan-17,NaN,NaN
1088,MBRWRK03,Jul-17,NaN,NaN
1089,MBRWRK03,Jan-17,1,0
1090,MBRWRK03,Jul-17,NaN,NaN
1091,MBRWRK03,Jun-17,NaN,NaN
1092,MBRWRK03,Jul-17,1,0
1093,MBRWRK03,Jun-17,NaN,NaN
1094,MBRWRK03,Apr-17,1,0
1095,MBRWRK03,Jun-17,1,0
1096,MBRWRK03,May-17,1,0
1097,MBRWRK03,Apr-17,1,0
1098,MBRWRK03,Mar-17,NaN,NaN
1099,MBRWRK03,Feb-17,1,0
1100,MBRWRK03,Jan-17,NaN,NaN
1101,MBRWRK03,Jan-16,NaN,NaN
1102,MBRWRK03,Jan-17,NaN,NaN
1103,MBRWRK03,Jan-16,4,0
1104,MBRWRK04,Nov-18,16.27272727,14.71211341
1105,MBRWRK04,Oct-18,16.48387097,18.48488428
1106,MBRWRK04,Sep-18,15.36363636,14.75628456
1107,MBRWRK04,Aug-18,66,0
1108,MBRWRK04,Sep-18,13.5,19.75790981
1109,MBRWRK04,Aug-18,14.16666667,8.678277479
1110,MBRWRK04,Jul-18,70,0
1111,MBRWRK04,Aug-18,16.84,20.03353189
1112,MBRWRK04,Jul-18,17.91304348,24.72246707
1113,MBRWRK04,Jun-18,101,0
1114,MBRWRK04,Jul-18,12.5,11.58501187
1115,MBRWRK04,Jun-18,13.75,10.4664643
1116,MBRWRK04,Apr-18,63,0
1117,MBRWRK04,Jun-18,15.03846154,13.06001452
1118,MBRWRK04,May-18,16.16129032,19.52825536
1119,MBRWRK04,Apr-18,16.75,16.9896108
1120,MBRWRK04,Feb-18,61,0
1121,MBRWRK04,Apr-18,14.4,14.6846859
1122,MBRWRK04,Mar-18,17.4516129,14.41188375
1123,MBRWRK04,Feb-18,30.88,29.5323145
1124,MBRWRK04,Dec-17,69,0
1125,MBRWRK04,Feb-18,19,22.27386361
1126,MBRWRK04,Jan-18,20.96774194,18.94489243
1127,MBRWRK04,Dec-17,18.66666667,16.43928222
1128,MBRWRK04,Oct-17,61,0
1129,MBRWRK04,Dec-17,17.30769231,34.44419206
1130,MBRWRK04,Nov-17,25.7,34.20339895
1131,MBRWRK04,Oct-17,17,16.5
1132,MBRWRK04,Jul-17,53,0
1133,MBRWRK04,Oct-17,16.34482759,20.66209371
1134,MBRWRK04,Sep-17,13.93333333,21.04970309
1135,MBRWRK04,Aug-17,14.03225806,20.41637343
1136,MBRWRK04,Jul-17,24.9,51.26160844
1137,MBRWRK04,Jan-17,50,0
1138,MBRWRK04,Jul-17,7.5,5.25
1139,MBRWRK04,Jan-17,49,0
1140,MBRWRK04,Jul-17,11,9
1141,MBRWRK04,Jun-17,48,0
1142,MBRWRK04,Jul-17,6.5625,8.567231813
