1,1/5/2017,11:41:09,Start
2,1/5/2017,11:43:16,Start
4,1/5/2017,11:43:30,Success
5,1/5/2017,12:16:08,Start
7,1/5/2017,12:16:11,Success
8,1/5/2017,12:19:24,Start
10,1/5/2017,12:19:25,Success
11,1/5/2017,12:20:57,Start
12,1/5/2017,12:23:34,Start
13,1/5/2017,13:44:06,Start
15,1/5/2017,13:44:07,Success
16,1/5/2017,13:47:18,Start
18,1/5/2017,13:47:20,Success
19,1/5/2017,13:48:00,Start
20,1/5/2017,14:03:41,Start
21,1/5/2017,14:06:39,Start
22,1/5/2017,14:07:36,Start
24,1/5/2017,14:07:37,Failure
25,1/5/2017,14:08:48,Start
27,1/5/2017,14:08:49,Failure
28,1/5/2017,14:11:30,Start
30,1/5/2017,14:11:32,Success
31,1/5/2017,21:43:25,Start
33,1/5/2017,21:51:54,Success
34,1/11/2017,13:14:04,Start
36,1/11/2017,13:31:42,Success
37,1/13/2017,1:09:07,Start
39,1/13/2017,1:18:18,Success
40,1/13/2017,14:00:35,Start
42,1/13/2017,14:09:15,Success
43,1/15/2017,15:43:33,Start
45,1/15/2017,15:51:45,Success
46,2/15/2017,0:53:37,Start
48,2/15/2017,0:53:37,Success
49,2/15/2017,1:05:37,Start
51,2/15/2017,1:05:37,Success
52,2/15/2017,1:26:06,Start
54,2/15/2017,1:26:07,Success
55,2/28/2017,20:18:41,Start
57,2/28/2017,20:30:28,Success
58,3/1/2017,19:43:23,Start
60,3/1/2017,19:59:21,Success
61,3/28/2017,16:20:17,Start
63,3/28/2017,16:26:44,Success
64,3/30/2017,0:46:40,Start
66,3/30/2017,0:52:33,Success
67,3/31/2017,12:18:57,Start
69,3/31/2017,12:25:35,Success
70,4/1/2017,18:52:37,Start
72,4/1/2017,19:00:05,Success
73,4/2/2017,18:44:54,Start
75,4/2/2017,18:51:18,Success
76,4/5/2017,3:01:27,Start
78,4/5/2017,3:07:47,Success
79,4/5/2017,17:01:46,Start
81,4/5/2017,17:08:01,Success
82,4/7/2017,19:19:21,Start
84,4/7/2017,19:25:25,Success
85,4/8/2017,19:31:30,Start
87,4/8/2017,19:37:43,Success
88,4/10/2017,1:05:30,Start
90,4/10/2017,1:11:42,Success
91,4/10/2017,18:06:37,Start
93,4/10/2017,18:13:47,Success
94,6/6/2017,14:10:56,Start
96,6/6/2017,14:29:15,Success
97,7/19/2017,16:18:39,Start
99,7/19/2017,16:25:43,Success
100,7/20/2017,19:30:51,Start
102,7/20/2017,19:39:37,Success
103,7/21/2017,8:48:18,Start
105,7/21/2017,8:48:18,Success
106,7/21/2017,9:36:45,Start
108,7/21/2017,9:47:02,Success
109,7/25/2017,0:26:54,Start
111,7/25/2017,0:33:43,Success
112,7/28/2017,18:45:44,Start
114,7/28/2017,18:52:22,Success
115,7/31/2017,14:18:03,Start
117,7/31/2017,14:24:36,Success
118,10/31/2017,11:44:10,Start
120,10/31/2017,11:50:56,Success
121,12/15/2017,7:45:48,Start
123,12/15/2017,7:53:13,Success
124,2/6/2018,10:26:08,Start
126,2/6/2018,10:32:54,Success
127,2/22/2018,19:14:38,Start
129,2/22/2018,19:36:48,Success
130,4/12/2018,18:01:48,Start
132,4/12/2018,18:09:16,Success
133,6/28/2018,8:27:22,Start
135,6/28/2018,8:35:48,Success
136,7/12/2018,4:13:45,Start
138,7/12/2018,4:23:22,Success
139,7/30/2018,21:25:17,Start
141,7/30/2018,21:33:19,Success
142,7/31/2018,21:51:16,Start
144,7/31/2018,21:59:22,Success
145,8/27/2018,11:16:33,Start
147,8/27/2018,11:24:37,Success
148,9/10/2018,17:33:10,Start
150,9/10/2018,17:40:48,Success
